ID,COUNT_TEMP,SEX,AGE,MARITAL_STATUS,CITY,DISTRICT,EDUCATION,ANNU_INCOME,PRIVATE_VEHICLE,COMMUTE,CHILDREN,DATE,MCC_CAT,AMOUNT,CARD_TYPE,PAYBY,MOBILE_PAYMENT,QUANTITY,AD_EXPO,AD_CLICK,AD_TIME
000966,21,男,35,0,新北市,泰山區,其他,"$722,857",0,1,,2015/08/12,電器用品,"$4,478",,ATM轉帳,,4,0,,
002159,13,女,39,1,嘉義縣,朴子市,大學,"$300,000",1,1,0,2015/08/12,服飾用品,$535,,貨到付款,,1,1,0,
001890,67,女,44,0,新北市,新莊區,高中(職),"$400,000",0,1,,2015/08/12,服飾用品,"$4,658",,貨到付款,,1,0,,
000883,41,男,31,1,台北市,松山區,碩士以上,"$600,000",1,1,2,2015/08/12,食品飲料,"$2,965",,ATM轉帳,,1,1,0,
002207,61,女,34,1,新北市,中和區,大學,"$580,000",0,1,1,2015/08/12,服飾用品,"$3,073",,貨到付款,,3,0,,
000966,21,男,35,0,新北市,泰山區,其他,"$722,857",0,1,,2015/08/12,電器用品,"$5,347",,ATM轉帳,,4,0,,
001762,59,男,33,0,新北市,鶯歌區,高中(職),"$460,000",1,1,,2015/08/12,食品飲料,"$2,369",玉璽卡,信用卡,0,1,1,1,13
001909,32,男,34,1,台東縣,台東市,其他,"$557,813",0,1,3,2015/08/12,電器用品,"$8,507",,ATM轉帳,,2,1,0,
001762,59,男,33,0,新北市,鶯歌區,高中(職),"$460,000",1,1,,2015/08/12,服飾用品,$751,,ATM轉帳,,1,1,0,
001909,32,男,34,1,台東縣,台東市,其他,"$557,813",0,1,3,2015/08/12,美妝保健,"$1,514",,ATM轉帳,,1,1,0,
001762,59,男,33,0,新北市,鶯歌區,高中(職),"$460,000",1,1,,2015/08/12,服飾用品,"$1,955",,貨到付款,,1,1,1,10
001125,196,男,37,1,台北市,文山區,大學,"$1,000,000",0,0,1,2015/08/12,生活百貨,"$1,706",小資卡,信用卡,0,1,1,0,
001824,6,女,50,1,新北市,蘆洲區,其他,"$735,000",0,1,0,2015/08/12,生活百貨,$634,玉璽卡,信用卡,0,2,1,0,
002159,13,女,39,1,嘉義縣,朴子市,大學,"$300,000",1,1,0,2015/08/12,美妝保健,"$2,611",簽帳金融卡,信用卡,1,1,0,,
000870,59,男,40,1,高雄市,小港區,大學,"$582,203",1,1,1,2015/08/12,服飾用品,$904,玉璽卡,信用卡,0,2,0,,
001890,67,女,44,0,新北市,新莊區,高中(職),"$400,000",0,1,,2015/08/12,服飾用品,"$2,994",汽車卡,信用卡,0,1,1,1,9
002159,13,女,39,1,嘉義縣,朴子市,大學,"$300,000",1,1,0,2015/08/12,電器用品,"$3,242",玉璽卡,信用卡,0,1,1,0,
000484,86,男,35,1,台北市,文山區,其他,"$651,279",1,1,1,2015/08/12,服飾用品,"$1,242",,ATM轉帳,,1,1,1,9
002070,480,男,35,0,嘉義市,嘉義市,大學,"$340,000",0,1,,2015/08/12,電器用品,"$3,670",玉璽卡,信用卡,1,2,0,,
001521,24,女,28,1,台中市,北區,大學,"$240,000",0,1,1,2015/08/12,服飾用品,"$3,568",,ATM轉帳,,2,1,0,
002070,480,男,35,0,嘉義市,嘉義市,大學,"$340,000",0,1,,2015/08/12,電器用品,"$3,044",,ATM轉帳,,2,1,0,
001847,50,女,39,1,高雄市,左營區,大學,"$270,000",0,1,3,2015/08/12,服飾用品,$962,玉璽卡,信用卡,0,1,1,0,
002070,480,男,35,0,嘉義市,嘉義市,大學,"$340,000",0,1,,2015/08/13,生活百貨,"$1,030",,ATM轉帳,,1,0,,
000207,42,女,37,1,台北市,信義區,專科,"$620,000",0,1,1,2015/08/13,服飾用品,"$1,679",簽帳金融卡,信用卡,1,1,0,,
001957,15,女,45,1,新北市,新莊區,大學,"$360,000",0,1,2,2015/08/13,美妝保健,"$1,306",玉璽卡,信用卡,1,3,1,0,
001957,15,女,45,1,新北市,新莊區,大學,"$360,000",0,1,2,2015/08/13,美妝保健,"$2,210",,貨到付款,,4,1,0,
001324,59,女,32,1,基隆市,安樂區,大學,"$340,000",0,1,0,2015/08/13,美妝保健,"$1,617",玉璽卡,信用卡,1,1,1,0,
000550,57,男,37,1,新北市,板橋區,其他,"$655,439",1,1,2,2015/08/13,服飾用品,"$1,338",,ATM轉帳,,2,1,1,20
000026,141,女,42,1,新北市,永和區,大學,"$500,000",0,1,1,2015/08/13,電器用品,"$5,058",小資卡,信用卡,0,1,0,,
000997,4,男,50,0,彰化縣,彰化市,其他,"$562,500",0,1,,2015/08/13,電器用品,"$4,098",,ATM轉帳,,3,1,0,
000771,156,男,45,1,台北市,士林區,其他,"$635,577",0,1,0,2015/08/13,食品飲料,"$1,240",汽車卡,信用卡,1,1,0,,
000550,57,男,37,1,新北市,板橋區,其他,"$655,439",1,1,2,2015/08/13,食品飲料,"$1,249",簽帳金融卡,信用卡,0,3,0,,
000550,57,男,37,1,新北市,板橋區,其他,"$655,439",1,1,2,2015/08/13,食品飲料,$805,簽帳金融卡,信用卡,0,1,1,0,
000666,2,男,50,0,台中市,北屯區,其他,"$605,000",1,1,,2015/08/13,生活百貨,"$1,356",商務卡,信用卡,0,5,0,,
002207,61,女,34,1,新北市,中和區,大學,"$580,000",0,1,1,2015/08/13,服飾用品,"$2,702",簽帳金融卡,信用卡,0,3,0,,
000550,57,男,37,1,新北市,板橋區,其他,"$655,439",1,1,2,2015/08/13,服飾用品,"$1,764",簽帳金融卡,信用卡,0,1,1,1,10
000997,4,男,50,0,彰化縣,彰化市,其他,"$562,500",0,1,,2015/08/13,電器用品,"$3,780",,ATM轉帳,,2,1,0,
001021,50,男,30,0,高雄市,內門區,專科,"$270,000",1,1,,2015/08/13,服飾用品,$863,玉璽卡,信用卡,0,1,0,,
002088,67,女,34,1,苗栗縣,後龍鎮,專科,"$320,000",0,1,2,2015/08/13,服飾用品,"$2,166",汽車卡,信用卡,0,2,0,,
000838,46,女,37,1,彰化縣,社頭鄉,高中(職),"$350,000",1,1,2,2015/08/13,服飾用品,$953,,貨到付款,,2,0,,
000838,46,女,37,1,彰化縣,社頭鄉,高中(職),"$350,000",1,1,2,2015/08/13,美妝保健,"$1,784",玉璽卡,信用卡,0,1,0,,
000938,9,男,50,1,新竹縣,竹東鎮,大學,"$500,000",1,1,3,2015/08/13,食品飲料,"$2,683",玉璽卡,信用卡,1,1,0,,
000838,46,女,37,1,彰化縣,社頭鄉,高中(職),"$350,000",1,1,2,2015/08/13,服飾用品,"$1,521",,貨到付款,,1,1,1,9
000550,57,男,37,1,新北市,板橋區,其他,"$655,439",1,1,2,2015/08/13,食品飲料,"$1,103",簽帳金融卡,信用卡,1,1,0,,
002207,61,女,34,1,新北市,中和區,大學,"$580,000",0,1,1,2015/08/13,美妝保健,"$3,164",,貨到付款,,2,0,,
001625,43,女,34,0,台中市,大里區,大學,"$270,000",0,1,,2015/08/13,食品飲料,"$1,047",,貨到付款,,2,1,0,
000666,2,男,50,0,台中市,北屯區,其他,"$605,000",1,1,,2015/08/13,電器用品,"$3,648",汽車卡,信用卡,0,3,1,0,
000550,57,男,37,1,新北市,板橋區,其他,"$655,439",1,1,2,2015/08/13,服飾用品,$716,,貨到付款,,1,1,0,
001021,50,男,30,0,高雄市,內門區,專科,"$270,000",1,1,,2015/08/13,服飾用品,"$1,170",玉璽卡,信用卡,0,2,1,0,
001036,82,男,31,1,新北市,新莊區,其他,"$652,927",0,1,0,2015/08/13,服飾用品,"$3,290",玉璽卡,信用卡,0,1,0,,
000202,93,女,44,0,新北市,板橋區,大學,"$600,000",0,1,,2015/08/13,服飾用品,"$2,510",簽帳金融卡,信用卡,1,1,0,,
002041,20,女,42,1,台南市,中西區,高中(職),"$250,000",0,1,1,2015/08/13,美妝保健,"$2,704",玉璽卡,信用卡,1,4,0,,
002130,36,女,45,1,台北市,大安區,大學,"$500,000",1,1,1,2015/08/13,美妝保健,$967,小資卡,信用卡,0,4,1,1,21
001621,133,男,43,1,基隆市,七堵區,其他,"$560,451",1,1,3,2015/08/13,電器用品,"$3,987",,ATM轉帳,,1,1,0,
000860,263,男,38,0,新北市,板橋區,大學,"$380,000",0,1,,2015/08/13,食品飲料,"$1,782",,ATM轉帳,,1,0,,
001324,59,女,32,1,基隆市,安樂區,大學,"$340,000",0,1,0,2015/08/13,美妝保健,"$1,625",玉璽卡,信用卡,0,1,0,,
001621,133,男,43,1,基隆市,七堵區,其他,"$560,451",1,1,3,2015/08/13,電器用品,"$6,355",,ATM轉帳,,1,1,0,
001812,343,男,45,1,嘉義市,嘉義市,大學,"$320,000",0,1,2,2015/08/13,食品飲料,"$1,198",簽帳金融卡,信用卡,0,2,1,0,
001621,133,男,43,1,基隆市,七堵區,其他,"$560,451",1,1,3,2015/08/13,食品飲料,$735,,ATM轉帳,,1,0,,
001812,343,男,45,1,嘉義市,嘉義市,大學,"$320,000",0,1,2,2015/08/13,生活百貨,"$2,757",,貨到付款,,2,0,,
000207,42,女,37,1,台北市,信義區,專科,"$620,000",0,1,1,2015/08/13,美妝保健,"$1,619",簽帳金融卡,信用卡,1,5,1,0,
000771,156,男,45,1,台北市,士林區,其他,"$635,577",0,1,0,2015/08/13,生活百貨,"$2,954",玉璽卡,信用卡,1,1,1,0,
000420,41,女,31,1,桃園縣,桃園市,大學,"$560,488",1,1,0,2015/08/13,美妝保健,"$1,791",玉璽卡,信用卡,1,1,1,1,8
000860,263,男,38,0,新北市,板橋區,大學,"$380,000",0,1,,2015/08/13,生活百貨,"$1,404",,ATM轉帳,,2,0,,
002207,61,女,34,1,新北市,中和區,大學,"$580,000",0,1,1,2015/08/13,服飾用品,"$2,008",簽帳金融卡,信用卡,0,1,1,0,
000771,156,男,45,1,台北市,士林區,其他,"$635,577",0,1,0,2015/08/13,生活百貨,"$3,445",,ATM轉帳,,2,1,0,
000420,41,女,31,1,桃園縣,桃園市,大學,"$560,488",1,1,0,2015/08/13,服飾用品,"$1,018",玉璽卡,信用卡,0,1,0,,
000860,263,男,38,0,新北市,板橋區,大學,"$380,000",0,1,,2015/08/13,食品飲料,"$2,339",,ATM轉帳,,1,0,,
001659,253,男,34,1,高雄市,鹽埕區,高中(職),"$539,328",1,1,2,2015/08/14,食品飲料,"$1,140",,ATM轉帳,,1,0,,
000248,17,男,33,0,南投縣,埔里鎮,其他,"$511,176",0,0,,2015/08/14,電器用品,"$3,598",,ATM轉帳,,1,0,,
001618,231,女,40,1,高雄市,鳥松區,碩士以上,"$670,000",0,1,0,2015/08/14,生活百貨,"$1,117",玉璽卡,信用卡,1,2,0,,
001548,82,男,33,1,基隆市,七堵區,高中(職),"$450,000",0,1,0,2015/08/14,服飾用品,"$1,181",,ATM轉帳,,2,0,,
002180,126,女,27,1,雲林縣,土庫鎮,其他,"$392,857",1,1,1,2015/08/14,電器用品,"$3,536",,貨到付款,,3,1,0,
001044,39,女,40,0,桃園縣,八德市,其他,"$563,846",1,1,,2015/08/14,美妝保健,$790,,貨到付款,,6,1,1,18
001659,253,男,34,1,高雄市,鹽埕區,高中(職),"$539,328",1,1,2,2015/08/14,生活百貨,"$1,256",,ATM轉帳,,2,0,,
001707,19,男,40,1,台中市,龍井區,大學,"$480,000",0,1,0,2015/08/14,美妝保健,$837,簽帳金融卡,信用卡,0,2,0,,
000200,37,女,33,0,台北市,大同區,專科,"$400,000",0,1,,2015/08/14,美妝保健,"$2,189",簽帳金融卡,信用卡,0,1,1,0,
002268,28,男,33,0,台北市,文山區,碩士以上,"$700,000",0,1,,2015/08/14,美妝保健,"$1,408",玉璽卡,信用卡,1,1,0,,
000216,120,女,28,0,新北市,五股區,碩士以上,"$500,000",0,1,,2015/08/14,電器用品,"$4,274",,ATM轉帳,,2,0,,
001659,253,男,34,1,高雄市,鹽埕區,高中(職),"$539,328",1,1,2,2015/08/14,生活百貨,"$1,839",簽帳金融卡,信用卡,0,1,1,1,10
000216,120,女,28,0,新北市,五股區,碩士以上,"$500,000",0,1,,2015/08/14,美妝保健,"$1,427",,貨到付款,,3,1,1,8
001031,12,女,36,1,台中市,西屯區,大學,"$523,333",0,1,2,2015/08/14,美妝保健,$933,小資卡,信用卡,1,1,0,,
001044,39,女,40,0,桃園縣,八德市,其他,"$563,846",1,1,,2015/08/14,美妝保健,"$1,426",玉璽卡,信用卡,0,1,1,1,16
001659,253,男,34,1,高雄市,鹽埕區,高中(職),"$539,328",1,1,2,2015/08/14,生活百貨,"$4,216",,貨到付款,,1,1,0,
002180,126,女,27,1,雲林縣,土庫鎮,其他,"$392,857",1,1,1,2015/08/14,美妝保健,"$1,877",,貨到付款,,1,0,,
000248,17,男,33,0,南投縣,埔里鎮,其他,"$511,176",0,0,,2015/08/14,電器用品,"$3,496",簽帳金融卡,信用卡,0,1,0,,
000459,43,女,47,0,台中市,北區,其他,"$587,907",0,1,,2015/08/14,服飾用品,$828,玉璽卡,信用卡,0,3,1,0,
001539,40,女,37,0,高雄市,前金區,大學,"$420,000",0,0,,2015/08/14,美妝保健,"$1,053",玉璽卡,信用卡,0,1,0,,
001190,40,男,39,0,無資料,無資料,大學,"$514,500",1,1,,2015/08/14,服飾用品,"$2,852",,ATM轉帳,,1,1,0,
001687,98,男,36,1,桃園縣,平鎮市,其他,"$554,286",0,1,1,2015/08/14,服飾用品,"$1,910",,ATM轉帳,,1,1,0,
002324,92,男,30,1,台北市,大安區,其他,"$614,239",0,1,1,2015/08/14,食品飲料,"$2,084",玉璽卡,信用卡,0,2,0,,
001031,12,女,36,1,台中市,西屯區,大學,"$523,333",0,1,2,2015/08/14,美妝保健,"$1,761",小資卡,信用卡,0,1,0,,
001002,143,女,35,1,台北市,文山區,其他,"$651,958",0,1,0,2015/08/14,美妝保健,"$3,294",簽帳金融卡,信用卡,0,3,0,,
001002,143,女,35,1,台北市,文山區,其他,"$651,958",0,1,0,2015/08/14,電器用品,"$4,745",簽帳金融卡,信用卡,1,2,0,,
001592,44,女,49,1,苗栗縣,苗栗市,大學,"$500,000",1,1,3,2015/08/14,美妝保健,"$1,389",簽帳金融卡,信用卡,0,2,0,,
000731,39,女,30,0,台北市,南港區,其他,"$627,179",0,0,,2015/08/14,美妝保健,$724,小資卡,信用卡,0,2,1,0,
000771,156,男,45,1,台北市,士林區,其他,"$635,577",0,1,0,2015/08/14,食品飲料,$978,商務卡,信用卡,0,1,0,,
001002,143,女,35,1,台北市,文山區,其他,"$651,958",0,1,0,2015/08/14,電器用品,"$5,238",簽帳金融卡,信用卡,0,1,1,0,
001036,82,男,31,1,新北市,新莊區,其他,"$652,927",0,1,0,2015/08/14,食品飲料,"$3,019",,貨到付款,,1,0,,
001044,39,女,40,0,桃園縣,八德市,其他,"$563,846",1,1,,2015/08/14,美妝保健,"$1,428",簽帳金融卡,信用卡,0,2,0,,
002268,28,男,33,0,台北市,文山區,碩士以上,"$700,000",0,1,,2015/08/14,美妝保健,"$3,227",,貨到付款,,1,0,,
001659,253,男,34,1,高雄市,鹽埕區,高中(職),"$539,328",1,1,2,2015/08/14,電器用品,"$4,827",玉璽卡,信用卡,0,1,0,,
000771,156,男,45,1,台北市,士林區,其他,"$635,577",0,1,0,2015/08/14,生活百貨,$866,,貨到付款,,4,1,1,10
000771,156,男,45,1,台北市,士林區,其他,"$635,577",0,1,0,2015/08/14,電器用品,"$4,601",,貨到付款,,1,1,0,
001745,16,女,40,1,台中市,北屯區,其他,"$527,500",1,1,1,2015/08/14,美妝保健,"$1,299",,貨到付款,,1,1,1,9
001812,343,男,45,1,嘉義市,嘉義市,大學,"$320,000",0,1,2,2015/08/14,電器用品,"$3,267",簽帳金融卡,信用卡,1,1,0,,
000712,155,男,34,0,新北市,中和區,大學,"$580,000",1,1,,2015/08/14,電器用品,"$4,222",簽帳金融卡,信用卡,0,1,1,0,
000962,82,女,35,0,基隆市,安樂區,其他,"$560,732",1,1,,2015/08/14,服飾用品,"$1,281",,貨到付款,,2,0,,
001036,82,男,31,1,新北市,新莊區,其他,"$652,927",0,1,0,2015/08/14,食品飲料,"$2,052",,ATM轉帳,,1,1,1,9
000248,17,男,33,0,南投縣,埔里鎮,其他,"$511,176",0,0,,2015/08/14,美妝保健,"$1,287",,ATM轉帳,,1,1,1,12
001659,253,男,34,1,高雄市,鹽埕區,高中(職),"$539,328",1,1,2,2015/08/14,生活百貨,$563,,ATM轉帳,,1,0,,
000962,82,女,35,0,基隆市,安樂區,其他,"$560,732",1,1,,2015/08/14,服飾用品,"$2,091",汽車卡,信用卡,0,1,1,1,9
001659,253,男,34,1,高雄市,鹽埕區,高中(職),"$539,328",1,1,2,2015/08/14,電器用品,"$3,512",,ATM轉帳,,1,0,,
001592,44,女,49,1,苗栗縣,苗栗市,大學,"$500,000",1,1,3,2015/08/14,服飾用品,"$3,411",,貨到付款,,1,0,,
001654,110,女,50,1,新北市,中和區,大學,"$550,000",0,0,1,2015/08/14,電器用品,"$3,929",簽帳金融卡,信用卡,0,1,1,0,
001825,6,男,50,1,高雄市,前鎮區,碩士以上,"$240,000",0,1,2,2015/08/14,生活百貨,"$2,344",小資卡,信用卡,0,4,0,,
001839,24,男,43,1,新北市,樹林區,大學,"$400,000",0,1,2,2015/08/14,電器用品,"$4,870",,ATM轉帳,,1,1,0,
001659,253,男,34,1,高雄市,鹽埕區,高中(職),"$539,328",1,1,2,2015/08/14,電器用品,"$4,447",,ATM轉帳,,1,1,0,
000783,100,女,31,1,彰化縣,秀水鄉,其他,"$391,500",1,1,2,2015/08/14,教育娛樂,"$1,749",,貨到付款,,1,1,1,9
001036,82,男,31,1,新北市,新莊區,其他,"$652,927",0,1,0,2015/08/14,服飾用品,"$1,340",,ATM轉帳,,3,0,,
002056,112,男,36,1,高雄市,前鎮區,大學,"$250,000",0,1,0,2015/08/14,食品飲料,"$1,907",玉璽卡,信用卡,0,1,1,0,
001977,87,男,40,0,新北市,新店區,大學,"$690,000",1,1,,2015/08/14,服飾用品,"$2,346",,ATM轉帳,,2,1,0,
001825,6,男,50,1,高雄市,前鎮區,碩士以上,"$240,000",0,1,2,2015/08/14,食品飲料,"$2,290",,貨到付款,,1,0,,
000459,43,女,47,0,台中市,北區,其他,"$587,907",0,1,,2015/08/14,服飾用品,"$1,205",,貨到付款,,1,0,,
001659,253,男,34,1,高雄市,鹽埕區,高中(職),"$539,328",1,1,2,2015/08/14,電器用品,"$4,206",簽帳金融卡,信用卡,1,3,0,,
001539,40,女,37,0,高雄市,前金區,大學,"$420,000",0,0,,2015/08/14,服飾用品,"$1,055",,貨到付款,,2,0,,
001044,39,女,40,0,桃園縣,八德市,其他,"$563,846",1,1,,2015/08/14,美妝保健,"$1,052",玉璽卡,信用卡,0,2,1,1,9
002324,92,男,30,1,台北市,大安區,其他,"$614,239",0,1,1,2015/08/14,食品飲料,"$1,823",玉璽卡,信用卡,0,2,1,0,
000459,43,女,47,0,台中市,北區,其他,"$587,907",0,1,,2015/08/14,服飾用品,$733,簽帳金融卡,信用卡,1,1,0,,
000918,99,女,43,0,桃園縣,平鎮市,其他,"$571,414",0,1,,2015/08/14,服飾用品,"$1,120",玉璽卡,信用卡,1,3,1,1,9
001659,253,男,34,1,高雄市,鹽埕區,高中(職),"$539,328",1,1,2,2015/08/14,電器用品,"$3,292",,ATM轉帳,,2,0,,
000783,100,女,31,1,彰化縣,秀水鄉,其他,"$391,500",1,1,2,2015/08/14,電器用品,"$3,138",汽車卡,信用卡,0,1,1,0,
001957,15,女,45,1,新北市,新莊區,大學,"$360,000",0,1,2,2015/08/14,美妝保健,"$1,460",簽帳金融卡,信用卡,0,4,1,0,
001957,15,女,45,1,新北市,新莊區,大學,"$360,000",0,1,2,2015/08/14,美妝保健,$920,簽帳金融卡,信用卡,0,1,1,0,
001654,110,女,50,1,新北市,中和區,大學,"$550,000",0,0,1,2015/08/14,電器用品,"$3,600",,貨到付款,,1,0,,
000731,39,女,30,0,台北市,南港區,其他,"$627,179",0,0,,2015/08/14,服飾用品,"$2,036",小資卡,信用卡,0,1,1,1,20
001036,82,男,31,1,新北市,新莊區,其他,"$652,927",0,1,0,2015/08/14,食品飲料,"$1,276",,貨到付款,,1,0,,
001036,82,男,31,1,新北市,新莊區,其他,"$652,927",0,1,0,2015/08/14,服飾用品,"$1,168",簽帳金融卡,信用卡,1,4,0,,
001687,98,男,36,1,桃園縣,平鎮市,其他,"$554,286",0,1,1,2015/08/14,服飾用品,"$1,235",玉璽卡,信用卡,1,2,0,,
000731,39,女,30,0,台北市,南港區,其他,"$627,179",0,0,,2015/08/14,美妝保健,"$1,752",小資卡,信用卡,0,2,1,1,21
001745,16,女,40,1,台中市,北屯區,其他,"$527,500",1,1,1,2015/08/14,美妝保健,"$3,952",簽帳金融卡,信用卡,0,2,0,,
000962,82,女,35,0,基隆市,安樂區,其他,"$560,732",1,1,,2015/08/14,食品飲料,"$2,481",簽帳金融卡,信用卡,0,1,1,0,
001190,40,男,39,0,無資料,無資料,大學,"$514,500",1,1,,2015/08/14,食品飲料,"$1,780",玉璽卡,信用卡,0,1,0,,
001044,39,女,40,0,桃園縣,八德市,其他,"$563,846",1,1,,2015/08/14,美妝保健,"$1,636",玉璽卡,信用卡,1,1,1,0,
001002,143,女,35,1,台北市,文山區,其他,"$651,958",0,1,0,2015/08/14,電器用品,"$7,246",簽帳金融卡,信用卡,0,2,1,0,
001715,12,女,36,1,桃園縣,桃園市,高中(職),"$240,000",1,1,1,2015/08/15,美妝保健,"$2,292",玉璽卡,信用卡,0,1,0,,
000907,92,女,43,1,新竹縣,湖口鄉,其他,"$538,043",1,1,1,2015/08/15,服飾用品,"$1,547",簽帳金融卡,信用卡,1,1,0,,
000749,94,女,33,1,新北市,新店區,其他,"$683,511",1,1,0,2015/08/15,服飾用品,"$3,023",簽帳金融卡,信用卡,0,2,1,1,7
001296,58,男,30,1,桃園縣,桃園市,高中(職),"$540,000",0,1,2,2015/08/15,服飾用品,$817,玉璽卡,信用卡,1,1,1,0,
000833,26,女,26,1,台北市,大安區,大學,"$400,000",0,1,0,2015/08/15,其他,"$1,146",,ATM轉帳,,1,1,0,
000817,30,女,47,1,桃園縣,蘆竹鄉,大學,"$360,000",0,0,1,2015/08/15,美妝保健,$980,玉璽卡,信用卡,1,1,1,0,
000208,41,女,31,1,基隆市,七堵區,大學,"$360,000",0,1,1,2015/08/15,服飾用品,$594,簽帳金融卡,信用卡,0,5,1,1,7
000208,41,女,31,1,基隆市,七堵區,大學,"$360,000",0,1,1,2015/08/15,服飾用品,"$2,274",簽帳金融卡,信用卡,0,1,1,1,11
000817,30,女,47,1,桃園縣,蘆竹鄉,大學,"$360,000",0,0,1,2015/08/15,電器用品,"$4,376",玉璽卡,信用卡,0,1,1,0,
002105,3,女,50,1,新北市,新莊區,其他,"$636,667",0,1,0,2015/08/15,生活百貨,"$3,022",簽帳金融卡,信用卡,0,1,1,0,
001378,66,男,48,1,新北市,三重區,大學,"$600,000",1,1,1,2015/08/15,食品飲料,"$1,142",商務卡,信用卡,0,4,1,0,
000432,59,女,46,1,台北市,大安區,其他,"$340,000",0,1,0,2015/08/15,美妝保健,"$1,362",小資卡,信用卡,0,1,0,,
000985,93,女,40,1,桃園縣,中壢市,大學,"$300,000",0,1,1,2015/08/15,食品飲料,"$2,458",,貨到付款,,1,0,,
000208,41,女,31,1,基隆市,七堵區,大學,"$360,000",0,1,1,2015/08/15,服飾用品,"$1,304",簽帳金融卡,信用卡,0,1,1,0,
002275,121,男,47,1,台南市,安南區,大學,"$800,000",1,1,0,2015/08/15,食品飲料,"$1,572",,ATM轉帳,,1,1,0,
000817,30,女,47,1,桃園縣,蘆竹鄉,大學,"$360,000",0,0,1,2015/08/15,服飾用品,$946,玉璽卡,信用卡,0,3,0,,
002009,134,男,34,1,彰化縣,員林鎮,其他,"$396,716",1,0,1,2015/08/15,其他,$618,,貨到付款,,2,1,0,
002074,142,男,34,0,無資料,無資料,其他,"$360,000",0,1,,2015/08/15,食品飲料,"$1,575",,貨到付款,,1,0,,
000127,57,女,45,1,苗栗縣,頭份鎮,碩士以上,"$516,842",0,1,3,2015/08/15,服飾用品,"$2,894",,貨到付款,,1,1,0,
002009,134,男,34,1,彰化縣,員林鎮,其他,"$396,716",1,0,1,2015/08/15,其他,$922,簽帳金融卡,信用卡,1,2,0,,
002070,480,男,35,0,嘉義市,嘉義市,大學,"$340,000",0,1,,2015/08/15,電器用品,"$4,016",玉璽卡,信用卡,0,1,1,0,
001907,27,女,35,0,桃園縣,桃園市,高中(職),"$533,704",0,1,,2015/08/15,電器用品,"$4,387",簽帳金融卡,信用卡,0,2,0,,
000817,30,女,47,1,桃園縣,蘆竹鄉,大學,"$360,000",0,0,1,2015/08/15,美妝保健,$782,玉璽卡,信用卡,1,1,1,0,
002072,127,女,28,1,台北市,信義區,其他,"$645,827",1,1,2,2015/08/15,電器用品,"$4,148",簽帳金融卡,信用卡,0,3,0,,
000417,40,女,36,1,台南市,永康區,其他,"$404,750",1,1,2,2015/08/15,美妝保健,$869,玉璽卡,信用卡,1,1,0,,
001790,9,男,50,1,桃園縣,桃園市,其他,"$565,556",1,1,2,2015/08/15,生活百貨,$973,,ATM轉帳,,1,1,0,
000127,57,女,45,1,苗栗縣,頭份鎮,碩士以上,"$516,842",0,1,3,2015/08/15,服飾用品,$988,小資卡,信用卡,0,1,0,,
000604,5,女,50,0,桃園縣,平鎮市,其他,"$562,000",1,1,,2015/08/15,生活百貨,"$6,584",簽帳金融卡,信用卡,0,1,1,0,
002311,10,女,26,1,新北市,蘆洲區,大學,"$340,000",0,1,2,2015/08/15,服飾用品,"$1,942",簽帳金融卡,信用卡,0,1,1,1,8
000985,93,女,40,1,桃園縣,中壢市,大學,"$300,000",0,1,1,2015/08/15,服飾用品,$743,玉璽卡,信用卡,0,1,1,1,19
001296,58,男,30,1,桃園縣,桃園市,高中(職),"$540,000",0,1,2,2015/08/15,食品飲料,$558,簽帳金融卡,信用卡,1,1,1,0,
000817,30,女,47,1,桃園縣,蘆竹鄉,大學,"$360,000",0,0,1,2015/08/15,美妝保健,"$2,135",玉璽卡,信用卡,0,1,0,,
001286,47,男,33,0,高雄市,小港區,專科,"$560,638",0,1,,2015/08/15,服飾用品,"$2,348",汽車卡,信用卡,0,2,0,,
000464,269,男,36,1,新北市,板橋區,其他,"$500,000",1,1,0,2015/08/15,生活百貨,"$1,896",玉璽卡,信用卡,0,1,1,0,
000464,269,男,36,1,新北市,板橋區,其他,"$500,000",1,1,0,2015/08/15,食品飲料,"$1,477",玉璽卡,信用卡,0,2,1,1,12
001790,9,男,50,1,桃園縣,桃園市,其他,"$565,556",1,1,2,2015/08/15,生活百貨,"$1,513",,貨到付款,,2,0,,
000208,41,女,31,1,基隆市,七堵區,大學,"$360,000",0,1,1,2015/08/15,服飾用品,"$1,565",簽帳金融卡,信用卡,0,1,0,,
000817,30,女,47,1,桃園縣,蘆竹鄉,大學,"$360,000",0,0,1,2015/08/15,美妝保健,"$2,484",玉璽卡,信用卡,0,1,1,0,
001790,9,男,50,1,桃園縣,桃園市,其他,"$565,556",1,1,2,2015/08/15,電器用品,"$2,989",,ATM轉帳,,1,1,0,
002105,3,女,50,1,新北市,新莊區,其他,"$636,667",0,1,0,2015/08/15,美妝保健,"$2,783",簽帳金融卡,信用卡,0,1,0,,
001790,9,男,50,1,桃園縣,桃園市,其他,"$565,556",1,1,2,2015/08/15,食品飲料,"$1,290",簽帳金融卡,信用卡,0,2,1,1,17
001790,9,男,50,1,桃園縣,桃園市,其他,"$565,556",1,1,2,2015/08/15,生活百貨,"$1,558",小資卡,信用卡,0,1,1,1,20
002105,3,女,50,1,新北市,新莊區,其他,"$636,667",0,1,0,2015/08/15,生活百貨,$908,,貨到付款,,1,1,1,13
